"INSTITUTION","WEBADDR","CITY","STATE","ACCREDITED (Y/N)","ACCREDITATION","PUBLIC","PRIVATE","4-YEAR","2 YEAR (Assoc.)","GRAD","TECHNICAL","APPRENTICE","K-12","# TOTAL PROG","# STEM PROG","ACADEMIC","ONLINE/IN PERSON","START DATE","PROG LENGTH","# BATT SPECIFIC PROGRAMS","# BATT RELATED","BATT SPECIFIC","SPECIFIC PROGRAM TYPE","COURSE #","PROG NAME","PROG POC","PROG E-MAIL","PROG PHONE","PROG WEB","PROG PREREQ:","PROG COST","AVENUES FOR FUNDING","PROG ADDRESS","PROSPECTIVE JOBS (Rough Estimate)"
"University of Wisconsin-Milwaukee","uwm.edu/","Milwaukee","Wisconsin","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","209","68","Yes","In Person","Fall","1 semester","1","1","Yes","Course","MATLENG 483/MATLENG 483G","Materials for Energy Systems","Benjamin Church","church@uwm.edu","414-229-2825","https://catalog.uwm.edu/course-search/?srcdb=999999&keyword=batteries","https://catalog.uwm.edu/course-search/#:~:text=Specific%20Prerequisite%20Enforcement-,Prereq%20Enforcement%3A,-Junior%20standing%20or","https://uwm.edu/cost-aid/","Financial Aid: Scholarships, Grants, Loans","College of Engineering & Applied Science, 3200 North Cramer Street, Milwaukee, Wi 53211","Materials scientist, material science engineer, battery management "
"University of Wisconsin-OshKosh","https://www.uwosh.edu/","Oshkosh","Wisconsin","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","250","20","Yes","In Person","Fall/Spring","1 semester","0","2","No","Certificate","Program","Renewable Energy Certificate","Department of Engineering & Engineering Technology","engtech@uwosh.edu","920-424-1547","https://www.uwosh.edu/engineeringtech/certificates/#:~:text=Renewable%20Energy%20Certificate","https://www.uwosh.edu/engineeringtech/students/degree-requirements/","https://www.uwosh.edu/financialaid/","Financial Aid: Scholarships, Grants, Loans","University of Wisconsin-Oshkosh, 800 Algoma Blvd. Oshkosh, WI 54901","Energy engineer, electrical engineer, energy systems engineer"
"University of Wisconsin-Parkside","https://www.uwp.edu/","Kenosha","Wisconsin","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","146","32","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","900 Wood Rd, Kenosha, WI 53144","Unknown"
"University of Wisconsin-Platteville","https://www.uwplatt.edu/","Platteville","Wisconsin","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","165","48","Yes","In Person","Fall","4 years","0","2","No","Bachelor's","Program","Sustainability and Renewable Energy Systems","College of Engineering, Mathematics and Science","sres@uwplatt.edu","608-342-1536","https://catalog.uwplatt.edu/undergraduate/engineering-mathematics-science/sustainable-renewable-energy-systems/sustainable-renewable-energy-major/","High school diploma/GED","https://www.uwplatt.edu/paying-college","Financial Aid: Scholarships, Grants, Loans","University of Wisconsin-Platteville, 1 University Plaza Stop 1, Platteville, WI 53818-3099","Energy systems engineer, energy materials engineer, battery engineer"
"University of Wisconsin-River Falls","https://www.uwrf.edu/","River Falls","Wisconsin","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","70","41","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","410 S 3rd St, River Falls, WI 54022","Unknown"
"University of Wisconsin-Stevens Point","https://www.uwsp.edu/","Stevens Point","Wisconsin","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","227","54","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","2100 Main St, Stevens Point, WI 54481","Unknown"
"University of Wisconsin-Stout","www.uwstout.edu/","Menomonie","Wisconsin","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","200","42","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","712 Broadway St S, Menomonie, WI 54751","Unknown"
"University of Wisconsin-Superior","https://www.uwsuper.edu/","Superior","Wisconsin","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","112","17","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","Belknap St. and, Catlin Ave, Superior, WI 54880","Unknown"
"University of Wisconsin-Whitewater","www.uww.edu/","Whitewater","Wisconsin","Yes","HLC","Yes","No","Yes","Yes","Yes","Yes","No","No","148","48","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Electrical engineering","UW Whitewater Information Desk","uwwrockinfo@uww.edu","608-758-6541","https://www.uww.edu/rock/academics/engineering#electrical-engineering:~:text=Electrical%20engineering-,Electrical%20devices,-are%20everywhere%20in","High school diploma/GED","https://www.uww.edu/admissions/cost","Financial Aid: Scholarships, Grants, Loans","2909 Kellogg Avenue, Janesville, WI 53546","Electrical engineer, electrical systems engineer"
"University of Washington-Seattle Campus","https://www.washington.edu/","Seattle","Washington","Yes","NWCCU","Yes","No","Yes","No","Yes","Yes","No","No","484","184","Yes","Hybrid","Fall/Winter/Spring/Summer","1 year","1","3","Yes","Certificate","Program","Graduate Certificate in Battery Engineering, Materials and Manufacturing","Sean Ferris","engr-professional@uw.edu","206-543-0340","https://www.cheme.washington.edu/certificate-battery-engineering?_gl=1*1wbek65*_ga*MTc2ODU1MjA5NS4xNzUwNzAzMzg1*_ga_H8T6M407FK*czE3NTA3MDM3NDEkbzEkZzEkdDE3NTA3MDM3OTkkajIkbDAkaDA.","https://www.cheme.washington.edu/certificate-battery-engineering/admission-requirements","$20,500 ","Financial Aid: Scholarships, Grants, Loans","371 Loew Hall 3920 E. Stevens Way NE Seattle, WA 98195","Battery systems engineer, battery specialist, battery management specialist"
"University of Maryland-College Park","www.umd.edu/","College Park","Maryland","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","No","203","87","Yes","In Person/Online","Fall","1 year","0","4","No","Master's","Program","Energy Systems Engineering","Dr. Peter Sandborn","sandborn@umd.edu","301-405-3167","https://mage.umd.edu/energy-systems-engineering","https://mage.umd.edu/energy-systems-engineering#:~:text=matching%20technical%20electives.-,Admission%20Requirements,-Requirements%20specific%20to","https://mage.umd.edu/tuition-rates","Financial Aid: Scholarships, Grants, Loans","2105 J.M. Patterson Building, 4356 Stadium Drive, University of Maryland, College Park, MD 20742","Energy systems engineer, energy materials engineer, battery engineer"
"University of Maryland Eastern Shore","wwwcp.umes.edu/","Princess Anne","Maryland","Yes","MSCHE","Yes","No","Yes","No","Yes","Yes","No","No","54","27","Yes","In Person","Fall","4 years","0","1","No","Bachelor's","Program","Engineering Program - Electrical Specialization (ENEE) ","Yuanwei Jin","yjin@umes.edu","410-621-3410","https://wwwcp.umes.edu/engineering/general-requirements-of-the-degree/#:~:text=Electrical%20Specialization%20(ENEE)","High school diploma/GED","https://wwwcp.umes.edu/comptroller/tuition-and-fees/","Financial Aid: Scholarships, Grants, Loans","Department of Engineering, University of Maryland Eastern Shore, EASC Building, Room 2007, 30925 College Backbone Roa, Princess Anne, MD 21853","Electrical engineer, electrical technician, systems engineer"
"University of Colorado Boulder","www.colorado.edu/","Boulder","Colorado","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","239","102","Yes","Online","Fall","1 year","1","1","No","Master's","Program","Master of science in Electrical Engineering - Vehicle Power Electronics","Dr. Gregory L. Plett","gplett@uccs.edu","719-255-3468","http://mocha-java.uccs.edu/IDEATE/msee-areas.html#MSEE-BC:~:text=Master%20of%20Science%20in%20Electrical%20Engineering%20emphasis%20area%20in%20Vehicle%20Power%20Electronics%20(MSEE%2DVPE)","Bachelors degree","https://www.colorado.edu/admissions/cost","Financial Aid: Scholarships, Grants, Loans","Department of Electrical, Computer, and Energy Engineering, University of Colorado Boulder ECEE 1B55, UCB 425, Engineering Drive, Boulder, CO 80309-0424","Electrical engineer, electrical technician, systems engineer"
"University of Colorado Boulder","www.colorado.edu/","Boulder","Colorado","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","239","102","Yes","Online","Fall/Spring/Summer","1 year","1","1","Yes","Master's","Program","Master of Science in Electrical Engineering - Power Electronics (Algorithms for Battery Management Systems Specialization)","Dr. Gregory L. Plett","gplett@uccs.edu","719-255-3468","https://www.colorado.edu/ecee/academics/online-programs/ms-ee-coursera/curriculum/power-electronics#:~:text=Algorithms%20for%20Battery%20Management%20Systems%20Specialization%20(4.2%C2%A0credits)","Bachelors degree","https://www.colorado.edu/admissions/cost","Financial Aid: Scholarships, Grants, Loans","Department of Electrical, Computer, and Energy Engineering, University of Colorado Boulder ECEE 1B55, UCB 425, Engineering Drive, Boulder, CO 80309-0425","Electrical engineer, electrical technician, systems engineer"
"University of Colorado Colorado Springs","https://www.uccs.edu/","Colorado Springs","Colorado","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","142","46","Yes","In Person/Online/Hybrid","Fall","1 year","5","0","Yes","Master's","Program","Master of Science in Electrical Engineering - Battery Controls","Dr. Gregory L. Plett","gplett@uccs.edu","719-255-3468","http://mocha-java.uccs.edu/IDEATE/msee-areas.html#MSEE-BC","https://eas.uccs.edu/graduate-programs/electrical-engineering-ms#admissions:~:text=on%20program%20coursework%2C-,please%20visit%20the%C2%A0Academic%20Catalog.,Admission%20Details,-Guaranteed%20Early%20Admission","https://www.uccs.edu/admissions-aid/tuition","Financial Aid: Scholarships, Grants, Loans","Department of Electrical and Computer Engineering, University of Colorado Colorado Springs, 1420 Austin Bluffs Parkway, Colorado Springs, CO 80918","Electrical engineer, electrical technician, systems engineer"
"University of Colorado Colorado Springs","https://www.uccs.edu/","Colorado Springs","Colorado","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","142","46","Yes","In Person","Fall","1 semester","5","0","Yes","Course","ECE 4710","Lithium-Ion Battery Modeling","Dr. Gregory L. Plett","gplett@uccs.edu","719-255-3468","https://catalog.uccs.edu/preview_course_nopop.php?catoid=18&coid=103034&print","ECE 2205, MATH 2350, and MATH 3400 or equivalent or instructor consent","https://www.uccs.edu/admissions-aid/tuition","Financial Aid: Scholarships, Grants, Loans","Department of Electrical and Computer Engineering, University of Colorado Colorado Springs, 1420 Austin Bluffs Parkway, Colorado Springs, CO 80918","Battery systems engineer, battery specialist, battery management specialist"
"University of Colorado Colorado Springs","https://www.uccs.edu/","Colorado Springs","Colorado","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","142","46","Yes","In Person","Fall","1 semester","5","0","Yes","Course","ECE 5710","Modeling, Simulation, and Identification of Battery Dynamics","Dr. Gregory L. Plett","gplett@uccs.edu","719-255-3468","ECE 5710 - Lithium-Ion Battery Modeling - Modern Campus Catalog","ECE 2205, MATH 2350, and MATH 3400 or equivalent or instructor consent","https://www.uccs.edu/admissions-aid/tuition","Financial Aid: Scholarships, Grants, Loans","Department of Electrical and Computer Engineering, University of Colorado Colorado Springs, 1420 Austin Bluffs Parkway, Colorado Springs, CO 80918","Battery systems engineer, battery specialist, battery management specialist"
"University of Colorado Colorado Springs","https://www.uccs.edu/","Colorado Springs","Colorado","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","142","46","Yes","In Person","Spring","1 semester","5","0","Yes","Course","ECE 5720","Battery Management and Control","Dr. Gregory L. Plett","gplett@uccs.edu","719-255-3468","ECE 5720 - Battery Management and Control - Modern Campus Catalog","ECE 4710 or ECE 5710 or Instructor consent","https://www.uccs.edu/admissions-aid/tuition","Financial Aid: Scholarships, Grants, Loans","Department of Electrical and Computer Engineering, University of Colorado Colorado Springs, 1420 Austin Bluffs Parkway, Colorado Springs, CO 80918","Battery systems engineer, battery specialist, battery management specialist"
"University of Colorado Colorado Springs","https://www.uccs.edu/","Colorado Springs","Colorado","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","142","46","Yes","In Person","Fall","1 semester","5","0","Yes","Course","ECE 5730","Physics-Based Battery Management Systems Algorithms","Dr. Gregory L. Plett","gplett@uccs.edu","719-255-3468","ECE 5730 - Physics-Based Battery Management Systems Algorithms - Modern Campus Catalog","","https://www.uccs.edu/admissions-aid/tuition","Financial Aid: Scholarships, Grants, Loans","Department of Electrical and Computer Engineering, University of Colorado Colorado Springs, 1420 Austin Bluffs Parkway, Colorado Springs, CO 80919","Battery systems engineer, battery specialist, battery management specialist"
"University of Colorado Denver/Anschutz Medical Campus","www.ucdenver.edu/","Denver","Colorado","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","190","65","Yes","In Person/Online","Fall/Spring/Summer","1 year","0","7","No","Certificate","Program","Modern Energy and Power Systems","Department of Electrical Engineering","electrical@ucdenver.edu","303-315-7520","https://engineering.ucdenver.edu/ELEC-certificates/modern-energy-and-power-systems","https://engineering.ucdenver.edu/ELEC-certificates/modern-energy-and-power-systems#:~:text=The%20program%C2%A0is%20intended%20for%20students%20and%20engineers%20with%20a%20BS%C2%A0degree%20in%20electrical%C2%A0engineering%20or%20the%20equivalent.","https://www.ucdenver.edu/tuition-cost/cost-of-attendance","Financial Aid: Scholarships, Grants, Loans","North Classroom, 1200 Larimer Street, Suite 3034, Denver, CO 80204","Energy systems engineer, energy materials engineer, battery engineer"
"University of Arizona","https://www.arizona.edu/","Tuscon","Arizona","Yes","WSCUC","Yes","No","Yes","Yes","Yes","Yes","No","No","370","104","Yes","In Person","Fall","4 years","0","4","No","Bachelor's","Program","Mining Engineering","Kray Luxbacher","kraylux@arizona.edu","502-621-6686","https://mge.engineering.arizona.edu/undergrad-programs/degrees","High school diploma/GED","https://www.arizona.edu/admissions/cost","Financial Aid: Scholarships, Grants, Loans","Mines and Metallurgy Building, 1235 E. James E. Rogers Way, Tuscon, AZ 85719","Mining Engineer, Geological Engineer, Mining Safety Engineer, Sales Engineer"
"University of Iowa","https://uiowa.edu/","Iowa City","Iowa","Yes","HLC","Yes","No","Yes","No","Yes","Yes","No","No","200","63","Unknown","Unknown","Unknown","Unknown","0","0","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Financial Aid: Scholarships, Grants, Loans","101 Jessup Hall, Iowa City, IA 52242","Unknown"
"University of Connecticut","uconn.edu/","Mansfield","Connecticut","Yes","NECHE","Yes","No","Yes","Yes","Yes","Yes","No","No","238","78","Yes","In Person","Fall/Spring","1 semester","0","3","No","Course","ECE 4550","Microgrids","John Chandy","john.chandy@uconn.edu","860-486-5047","https://catalog.uconn.edu/search/?search=ECE+4550&caturl=%2Fundergraduate","https://catalog.uconn.edu/search/?search=ECE+4550&caturl=%2Fundergraduate#:~:text=Enrollment%20Requirements%3A%20ECE%C2%A03231.%C2%A0%C2%A0","https://financialaid.uconn.edu/cost/","Financial Aid: Scholarships, Grants, Loans","University of Connecticut, Electrical and Computer Engineering , 371 Farfield Way; U-4157, Storrs, CT 06269-4157","Battery systems engineer, battery management specialist, microgrid specialist"
"University of Louisiana at Lafayette","www.louisiana.edu/","Lafayette","Louisana","Yes","SACSCOC","Yes","No","Yes","Yes","Yes","Yes","No","No","240","57","Yes","In Person","Fall/Spring","1 semester","0","3","No","Course","CHE 450G","Solid-State Electrochemistry","Department of Chemical Engineering","chemical@louisiana.edu","337-482-6562","https://catalog.louisiana.edu/preview_course_nopop.php?catoid=21&coid=88409","https://catalog.louisiana.edu/preview_course_nopop.php?catoid=21&coid=88409#:~:text=Corequisite(s)%3A%20CHEE%20317%C2%A0","https://louisiana.edu/admissions-aid/costs-financial-aid","Financial Aid: Scholarships, Grants, Loans","PO Box 43675, Lafayette, LA 70504","Energy storage scientist; materials engineer; electrochem analyst"
